0.368557,0.457602,0.475942,162,255,0,255,ABCA1;19;ATP binding cassette subfamily A member 1
0.873664,0.39128,0.591721,255,156,0,255,ABCA10;10349;ATP binding cassette subfamily A member 10
0.349765,0.405093,0.448643,31,255,0,255,ABCA12;26154;ATP binding cassette subfamily A member 12
0.541341,0.190731,0.619548,31,255,0,255,ABCA13;154664;ATP binding cassette subfamily A member 13
0.439977,0.211803,0.581349,31,255,0,255,ABCA2;20;ATP binding cassette subfamily A member 2
1.86E-05,0.198057,0.559366,31,255,0,255,ABCA3;21;ATP binding cassette subfamily A member 3
1.86E-05,0.198057,0.559366,31,255,0,255,ABCA4;24;ATP binding cassette subfamily A member 4
0.236077,0.423123,0.558654,31,255,0,255,ABCA5;23461;ATP binding cassette subfamily A member 5
0.40888,0.346063,0.396115,31,255,0,255,ABCA6;23460;ATP binding cassette subfamily A member 6
1.86E-05,0.198057,0.559366,31,255,0,255,ABCA7;10347;ATP binding cassette subfamily A member 7
0.467388,0.73722,0.55718,0,255,115,255,ABCA9;10350;ATP binding cassette subfamily A member 9
0.83958,0.737635,0.400875,0,255,237,255,ABCB1;5243;ATP binding cassette subfamily B member 1
0.590479,0.630129,0.315307,162,255,0,255,ABCB10;23456;ATP binding cassette subfamily B member 10
1.86E-05,0.198057,0.559366,31,255,0,255,ABCB11;8647;ATP binding cassette subfamily B member 11
1.86E-05,0.198057,0.559366,31,255,0,255,ABCB4;5244;ATP binding cassette subfamily B member 4
0.453444,0.795366,0.272075,68,68,68,255,ABCB5;340273;ATP binding cassette subfamily B member 5
0.364119,0.719156,0.150299,31,255,0,255,ABCB6;10058;ATP binding cassette subfamily B member 6 (Langereis blood group)
0.734466,0.48654,0.395478,68,68,68,255,ABCB7;22;ATP binding cassette subfamily B member 7
1.86E-05,0.198057,0.559366,31,255,0,255,ABCB8;11194;ATP binding cassette subfamily B member 8
1.86E-05,0.198057,0.559366,31,255,0,255,ABCB9;23457;ATP binding cassette subfamily B member 9
0.412834,0.579082,0.475011,31,255,0,255,ABCC1;4363;ATP binding cassette subfamily C member 1
1.86E-05,0.198057,0.559366,31,255,0,255,ABCC10;89845;ATP binding cassette subfamily C member 10
0.537176,0.836343,0.650491,255,0,104,255,ABCC12;94160;ATP binding cassette subfamily C member 12
0.547495,0.121528,0.396434,68,68,68,255,ABCC2;1244;ATP binding cassette subfamily C member 2
0.380496,0.417537,0.624789,31,255,0,255,ABCC3;8714;ATP binding cassette subfamily C member 3
0.361949,0.44177,0.658958,31,255,0,255,ABCC4;10257;ATP binding cassette subfamily C member 4
0.488358,0.244985,0.173856,0,124,255,255,ABCC5;10057;ATP binding cassette subfamily C member 5
1.86E-05,0.198057,0.559366,31,255,0,255,ABCC6;368;ATP binding cassette subfamily C member 6
0.286148,0.606674,0.383177,31,255,0,255,ABCC8;6833;ATP binding cassette subfamily C member 8
0.38215,0.255548,0.638735,31,255,0,255,ABCC9;10060;ATP binding cassette subfamily C member 9
0.513836,0.383036,0.709204,162,0,255,255,ABCD1;215;ATP binding cassette subfamily D member 1
0.330398,0.292449,0.664689,31,255,0,255,ABCD2;225;ATP binding cassette subfamily D member 2
0.602466,0.242849,0.404521,162,0,255,255,ABCD3;5825;ATP binding cassette subfamily D member 3
0.550641,0.854191,0.581222,0,255,115,255,ABCD4;5826;ATP binding cassette subfamily D member 4
0.830171,0.715518,0.57149,68,68,68,255,ABCE1;6059;ATP binding cassette subfamily E member 1
0.894802,0.440149,0.5143,68,68,68,255,ABCF1;23;ATP binding cassette subfamily F member 1
0.876334,0.345428,0.55752,136,0,255,255,ABCF2;10061;ATP binding cassette subfamily F member 2
0.633326,0.668601,0.775145,68,68,68,255,ABCF3;55324;ATP binding cassette subfamily F member 3
0.273597,0.405612,0.477305,31,255,0,255,ABCG1;9619;ATP binding cassette subfamily G member 1
0.653163,0.294934,0.106782,153,255,0,255,ABCG2;9429;ATP binding cassette subfamily G member 2 (Junior blood group)
0.273246,0.405757,0.476182,31,255,0,255,ABCG4;64137;ATP binding cassette subfamily G member 4
0.363521,0.401602,0.440836,31,255,0,255,ABCG5;64240;ATP binding cassette subfamily G member 5
0.292446,0.400263,0.463718,31,255,0,255,ABCG8;64241;ATP binding cassette subfamily G member 8
0.36746,0.269732,0.502581,0,246,255,255,ABHD1;84696;abhydrolase domain containing 1
0.953728,0.638182,0.600731,101,255,0,255,ABHD10;55347;abhydrolase domain containing 10
0.00072425,0.19859,0.559282,31,255,0,255,ABHD11;83451;abhydrolase domain containing 11
0.526926,0.303891,0.477795,255,0,182,255,ABHD12;26090;abhydrolase domain containing 12
1.86E-05,0.198057,0.559366,31,255,0,255,ABHD12B;145447;abhydrolase domain containing 12B
1.86E-05,0.198057,0.559366,31,255,0,255,ABHD14A;25864;abhydrolase domain containing 14A
0.633858,0.787563,0.263804,162,255,0,255,ABHD14B;84836;abhydrolase domain containing 14B
0.504782,0.785807,0.660392,68,68,68,255,ABHD15;116236;abhydrolase domain containing 15
1.86E-05,0.198057,0.559366,31,255,0,255,ABHD16A;7920;abhydrolase domain containing 16A
1.86E-05,0.198057,0.559366,31,255,0,255,ABHD17A;81926;abhydrolase domain containing 17A
0.00072425,0.19859,0.559282,31,255,0,255,ABHD17B;51104;abhydrolase domain containing 17B
0.535724,0.268938,0.776803,0,133,255,255,ABHD18;80167;abhydrolase domain containing 18
1.86E-05,0.198057,0.559366,31,255,0,255,ABHD3;171586;abhydrolase domain containing 3
0.521912,0.312146,0.495813,31,255,0,255,ABHD4;63874;abhydrolase domain containing 4
0.441094,0.308285,0.126922,31,255,0,255,ABHD5;51099;abhydrolase domain containing 5
0.327962,0.301045,0.618979,31,255,0,255,ABHD6;57406;abhydrolase domain containing 6
0.822435,0.189684,0.254758,0,255,63,255,ABHD8;79575;abhydrolase domain containing 8
0.561186,0.990374,0.371653,255,0,252,255,ABI1;10006;abl interactor 1
0.486551,0.98285,0.411997,0,255,150,255,ABI2;10152;abl interactor 2
0.49043,0.962499,0.337894,255,226,0,255,ABI3;51225;ABI family member 3
0.473942,0.708454,0.26114,162,255,0,255,ABI3BP;25890;ABI family member 3 binding protein
0.800314,0.937356,0.43789,68,68,68,255,ABL1;25;ABL proto-oncogene 1-  non-receptor tyrosine kinase
0.641082,0.992022,0.242337,205,0,255,255,ABL2;27;ABL proto-oncogene 2-  non-receptor tyrosine kinase
0.665314,0.846294,0.725479,68,68,68,255,ABLIM1;3983;actin binding LIM protein 1
0.23548,0.479416,0.535874,31,255,0,255,ABLIM2;84448;actin binding LIM protein family member 2
0.264596,0.729506,0.399759,0,176,255,255,ABLIM3;22885;actin binding LIM protein family member 3
0.445257,0.52984,0.36909,31,255,0,255,ABO;28;ABO-  alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
0.757356,0.656977,0.516099,68,68,68,255,ABR;29;active BCR-related
0.23362,0.480841,0.535485,31,255,0,255,ABRA;137735;actin binding Rho activating protein
0.624213,0.76943,0.894419,0,255,107,255,ABRACL;58527;ABRA C-terminal like
0.679703,0.123653,0.399271,255,252,0,255,ABT1;29777;activator of basal transcription 1
0.441468,0.220651,0.785359,0,133,255,255,ABTB1;80325;ankyrin repeat and BTB domain containing 1
0.440992,0.187176,0.764571,31,255,0,255,ABTB2;25841;ankyrin repeat and BTB domain containing 2
0.430364,0.31306,0.591813,31,255,0,255,ACAA1;30;acetyl-CoA acyltransferase 1
0.577201,0.314814,0.789387,0,255,176,255,ACAA2;10449;acetyl-CoA acyltransferase 2
0.887017,0.78482,0.49562,49,255,0,255,ACACA;31;acetyl-CoA carboxylase alpha
0.82629,0.190768,0.618147,68,68,68,255,ACACB;32;acetyl-CoA carboxylase beta
1.86E-05,0.198057,0.559366,31,255,0,255,ACAD10;80724;acyl-CoA dehydrogenase family member 10
0.520423,0.634653,0.604763,68,68,68,255,ACAD11;84129;acyl-CoA dehydrogenase family member 11
0.341095,0.828004,0.386731,0,176,255,255,ACAD8;27034;acyl-CoA dehydrogenase family member 8
0.613663,0.252243,0.419287,0,255,98,255,ACAD9;28976;acyl-CoA dehydrogenase family member 9
1.86E-05,0.198057,0.559366,31,255,0,255,ACADL;33;acyl-CoA dehydrogenase-  long chain
0.500739,0.416407,0.406431,68,68,68,255,ACADM;34;acyl-CoA dehydrogenase-  C-4 to C-12 straight chain
1.86E-05,0.198057,0.559366,31,255,0,255,ACADS;35;acyl-CoA dehydrogenase-  C-2 to C-3 short chain
0.38467,0.741771,0.725554,0,150,255,255,ACADSB;36;acyl-CoA dehydrogenase-  short/branched chain
0.590935,0.206031,0.35934,68,68,68,255,ACADVL;37;acyl-CoA dehydrogenase-  very long chain
0.520505,0.368081,0.0928153,255,0,217,255,ACAN;176;aggrecan
0.273791,0.74112,0.397765,31,0,255,255,ACAP1;9744;ArfGAP with coiled-coil-  ankyrin repeat and PH domains 1
0.668367,0.535572,0.980173,255,0,234,255,ACAP2;23527;ArfGAP with coiled-coil-  ankyrin repeat and PH domains 2
0.402989,0.248237,0.556588,31,255,0,255,ACAP3;116983;ArfGAP with coiled-coil-  ankyrin repeat and PH domains 3
0.450747,0.124954,0.4412,31,255,0,255,ACAT1;38;acetyl-CoA acetyltransferase 1
0.779906,0.671078,0.415374,68,68,68,255,ACAT2;39;acetyl-CoA acetyltransferase 2
0.539685,0.419268,0.391926,68,68,68,255,ACBD3;64746;acyl-CoA binding domain containing 3
0.57527,0.280167,0.457448,255,0,17,255,ACBD4;79777;acyl-CoA binding domain containing 4
0.367458,0.26973,0.502581,0,246,255,255,ACBD5;91452;acyl-CoA binding domain containing 5
0.912017,0.812642,0.48511,0,11,255,255,ACBD6;84320;acyl-CoA binding domain containing 6
1.86E-05,0.198057,0.559366,31,255,0,255,ACBD7;414149;acyl-CoA binding domain containing 7
0.488436,0.568175,0.473293,255,234,0,255,ACCS;84680;1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
0.623644,0.49258,0.992644,40,0,255,255,ACD;65057;ACD-  shelterin complex subunit and telomerase recruitment factor
0.472272,0.523033,0.203065,31,255,0,255,ACE;1636;angiotensin I converting enzyme
0.3348,0.471731,0.34179,31,255,0,255,ACE2;59272;angiotensin I converting enzyme 2
0.835407,0.452894,0.776019,0,159,255,255,ACER3;55331;alkaline ceramidase 3
0.53809,0.370243,0.0933935,255,0,217,255,ACHE;43;acetylcholinesterase (Cartwright blood group)
0.781637,0.0741068,0.553532,255,0,165,255,ACIN1;22985;apoptotic chromatin condensation inducer 1
0.396107,0.80723,0.102608,197,0,255,255,ACKR1;2532;atypical chemokine receptor 1 (Duffy blood group)
0.396481,0.812029,0.103716,197,0,255,255,ACKR2;1238;atypical chemokine receptor 2
0.631665,0.313199,0.471133,255,0,17,255,ACKR3;57007;atypical chemokine receptor 3
0.39628,0.811975,0.103526,197,0,255,255,ACKR4;51554;atypical chemokine receptor 4
0.823443,0.648309,0.74878,68,68,68,255,ACLY;47;ATP citrate lyase
0.845636,0.876837,0.182754,68,68,68,255,ACMSD;130013;aminocarboxymuconate semialdehyde decarboxylase
0.334383,0.562254,0.558776,31,255,0,255,ACO1;48;aconitase 1
0.656561,0.335948,0.595846,66,0,255,255,ACO2;50;aconitase 2
1.86E-05,0.198057,0.559366,31,255,0,255,ACOT1;641371;acyl-CoA thioesterase 1
0.543691,0.268844,0.650743,31,255,0,255,ACOT11;26027;acyl-CoA thioesterase 11
1.86E-05,0.198057,0.559366,31,255,0,255,ACOT12;134526;acyl-CoA thioesterase 12
0.577917,0.324282,0.828788,0,255,176,255,ACOT13;55856;acyl-CoA thioesterase 13
1.86E-05,0.198057,0.559366,31,255,0,255,ACOT2;10965;acyl-CoA thioesterase 2
0.457455,0.340624,0.778235,31,255,0,255,ACOT4;122970;acyl-CoA thioesterase 4
0.401027,0.470497,0.585887,31,255,0,255,ACOT6;641372;acyl-CoA thioesterase 6
0.398867,0.439624,0.811722,0,255,37,255,ACOT7;11332;acyl-CoA thioesterase 7
0.78366,0.783757,0.519218,68,68,68,255,ACOT8;10005;acyl-CoA thioesterase 8
0.451836,0.904457,0.314295,0,168,255,255,ACOT9;23597;acyl-CoA thioesterase 9
0.440573,0.341974,0.784862,31,255,0,255,ACOX1;51;acyl-CoA oxidase 1
1.86E-05,0.198057,0.559366,31,255,0,255,ACOX2;8309;acyl-CoA oxidase 2
0.526926,0.303891,0.477795,255,0,182,255,ACOX3;8310;acyl-CoA oxidase 3-  pristanoyl
0.921396,0.607449,0.536405,68,68,68,255,ACOXL;55289;acyl-CoA oxidase-like
0.63636,0.989754,0.225796,205,0,255,255,ACP1;52;acid phosphatase 1-  soluble
0.369393,0.429185,0.624839,31,255,0,255,ACP2;53;acid phosphatase 2-  lysosomal
0.601949,0.83367,0.614554,23,0,255,255,ACP5;54;acid phosphatase 5-  tartrate resistant
0.590461,0.260828,0.448086,255,0,17,255,ACP6;51205;acid phosphatase 6-  lysophosphatidic
1.86E-05,0.198057,0.559366,31,255,0,255,ACP7;390928;acid phosphatase 7-  tartrate resistant (putative)
1.86E-05,0.198057,0.559366,31,255,0,255,ACPP;55;acid phosphatase-  prostate
0.262185,0.310252,0.683221,31,255,0,255,ACR;49;acrosin
0.451969,0.229072,0.583869,31,255,0,255,ACRBP;84519;acrosin binding protein
0.923803,0.833438,0.328998,49,255,0,255,ACSBG1;23205;acyl-CoA synthetase bubblegum family member 1
1.86E-05,0.198057,0.559366,31,255,0,255,ACSBG2;81616;acyl-CoA synthetase bubblegum family member 2
0.486308,0.125447,0.475607,0,255,168,255,ACSF2;80221;acyl-CoA synthetase family member 2
0.513148,0.157762,0.478978,31,255,0,255,ACSF3;197322;acyl-CoA synthetase family member 3
0.605224,0.245906,0.39295,0,220,255,255,ACSL1;2180;acyl-CoA synthetase long-chain family member 1
0.472525,0.598633,0.863578,255,8,0,255,ACSL3;2181;acyl-CoA synthetase long-chain family member 3
0.37641,0.591307,0.749016,31,255,0,255,ACSL4;2182;acyl-CoA synthetase long-chain family member 4
1.86E-05,0.198057,0.559366,31,255,0,255,ACSL5;51703;acyl-CoA synthetase long-chain family member 5
1.86E-05,0.198057,0.559366,31,255,0,255,ACSL6;23305;acyl-CoA synthetase long-chain family member 6
1.86E-05,0.198057,0.559366,31,255,0,255,ACSM1;116285;acyl-CoA synthetase medium-chain family member 1
0.883752,0.308241,0.503322,68,68,68,255,ACSM2B;348158;acyl-CoA synthetase medium-chain family member 2B
0.914675,0.332453,0.250061,0,255,46,255,ACSM3;6296;acyl-CoA synthetase medium-chain family member 3
0.517338,0.155306,0.483015,31,255,0,255,ACSM5;54988;acyl-CoA synthetase medium-chain family member 5
0.592345,0.212241,0.368921,0,255,98,255,ACSS1;84532;acyl-CoA synthetase short-chain family member 1
0.635738,0.501435,0.378917,68,68,68,255,ACSS2;55902;acyl-CoA synthetase short-chain family member 2
0.426793,0.286807,0.288597,31,255,0,255,ACSS3;79611;acyl-CoA synthetase short-chain family member 3
0.554196,0.982863,0.401757,255,0,252,255,ACTA1;58;actin-  alpha 1-  skeletal muscle
0.703937,0.513248,0.50992,68,68,68,255,ACTA2;59;actin-  alpha 2-  smooth muscle-  aorta
0.809929,0.734968,0.687039,68,68,68,255,ACTB;60;actin beta
0.69132,0.54507,0.96038,136,255,0,255,ACTBL2;345651;actin-  beta like 2
0.497634,0.967928,0.422011,255,0,252,255,ACTC1;70;actin-  alpha-  cardiac muscle 1
0.602522,0.982889,0.382699,68,68,68,255,ACTG1;71;actin gamma 1
0.543096,0.812155,0.442037,68,68,68,255,ACTG2;72;actin-  gamma 2-  smooth muscle-  enteric
0.786198,0.512016,0.845485,68,68,68,255,ACTL6A;86;actin like 6A
0.864554,0.290262,0.312149,231,0,255,255,ACTL6B;51412;actin like 6B
0.474902,0.863361,0.326542,68,68,68,255,ACTL7A;10881;actin like 7A
0.940431,0.862399,0.314833,0,11,255,255,ACTL7B;10880;actin like 7B
0.487383,0.519986,0.398564,31,255,0,255,ACTL8;81569;actin like 8
0.676292,0.86304,0.398917,68,68,68,255,ACTN1;87;actinin alpha 1
0.45825,0.678507,0.37746,68,68,68,255,ACTN2;88;actinin alpha 2
0.456441,0.687763,0.366718,31,255,0,255,ACTN3;89;actinin alpha 3 (gene/pseudogene)
0.709408,0.890225,0.423519,68,68,68,255,ACTN4;81;actinin alpha 4
0.452544,0.395639,0.611402,31,255,0,255,ACTR10;55860;actin-related protein 10 homolog
0.619473,0.686103,0.814045,68,68,68,255,ACTR1A;10121;ARP1 actin-related protein 1 homolog A-  centractin alpha
0.676988,0.537739,0.970175,255,0,234,255,ACTR1B;10120;ARP1 actin-related protein 1 homolog B-  centractin beta
0.671668,0.606096,0.955409,68,68,68,255,ACTR2;10097;ARP2 actin related protein 2 homolog
0.665303,0.620227,0.95361,68,68,68,255,ACTR3;10096;ARP3 actin related protein 3 homolog
0.669807,0.601719,0.959101,68,68,68,255,ACTR3B;57180;ARP3 actin related protein 3 homolog B
0.353723,0.137702,0.289269,31,255,0,255,ACTR3C;653857;ARP3 actin-related protein 3 homolog C
0.619486,0.501732,0.373805,23,255,0,255,ACTR5;79913;ARP5 actin-related protein 5 homolog
0.673247,0.372225,0.337362,68,68,68,255,ACTR6;64431;ARP6 actin-related protein 6 homolog
0.66525,0.366401,0.34065,0,255,202,255,ACTR8;93973;ARP8 actin-related protein 8 homolog
0.364117,0.416533,0.202812,255,0,121,255,ACTRT1;139741;actin related protein T1
0.697687,0.611723,0.0594355,14,255,0,255,ACVR1;90;activin A receptor type 1
0.706883,0.61633,0.0659512,68,68,68,255,ACVR1B;91;activin A receptor type 1B
0.645189,0.587632,0.0638363,162,255,0,255,ACVR1C;130399;activin A receptor type 1C
0.694064,0.612928,0.0641425,14,255,0,255,ACVR2A;92;activin A receptor type 2A
0.697203,0.612491,0.0597259,14,255,0,255,ACVR2B;93;activin A receptor type 2B
0.704883,0.619389,0.0644085,68,68,68,255,ACVRL1;94;activin A receptor like type 1
0.495335,0.406801,0.656167,31,255,0,255,ACY1;95;aminoacylase 1
1.86E-05,0.198057,0.559366,31,255,0,255,ACY3;91703;aminoacylase 3
0.940431,0.862399,0.314833,0,11,255,255,ACYP1;97;acylphosphatase 1
0.00072425,0.19859,0.559282,31,255,0,255,ACYP2;98;acylphosphatase 2
0.358639,0.416117,0.360505,31,255,0,255,ADA;100;adenosine deaminase
0.940431,0.862399,0.314833,0,11,255,255,ADAD2;161931;adenosine deaminase domain containing 2
0.660501,0.143312,0.283761,68,68,68,255,ADAL;161823;adenosine deaminase like
0.274513,0.705914,0.199172,68,68,68,255,ADAM10;102;ADAM metallopeptidase domain 10
1.86E-05,0.198057,0.559366,31,255,0,255,ADAM11;4185;ADAM metallopeptidase domain 11
0.654414,0.973767,0.22811,205,0,255,255,ADAM12;8038;ADAM metallopeptidase domain 12
0.634454,0.995454,0.248327,205,0,255,255,ADAM15;8751;ADAM metallopeptidase domain 15
0.6818,0.892995,0.277389,49,0,255,255,ADAM17;6868;ADAM metallopeptidase domain 17
0.784224,0.284644,0.108288,68,68,68,255,ADAM19;8728;ADAM metallopeptidase domain 19
0.264646,0.308873,0.690235,31,255,0,255,ADAM2;2515;ADAM metallopeptidase domain 2
1.86E-05,0.198057,0.559366,31,255,0,255,ADAM21;8747;ADAM metallopeptidase domain 21
0.657356,0.977149,0.388412,205,0,255,255,ADAM22;53616;ADAM metallopeptidase domain 22
0.297428,0.550864,0.388798,31,255,0,255,ADAM23;8745;ADAM metallopeptidase domain 23
0.847218,0.202687,0.622451,0,255,72,255,ADAM28;10863;ADAM metallopeptidase domain 28
0.459808,0.982616,0.418993,0,255,150,255,ADAM29;11086;ADAM metallopeptidase domain 29
1.86E-05,0.198057,0.559366,31,255,0,255,ADAM30;11085;ADAM metallopeptidase domain 30
1.86E-05,0.198057,0.559366,31,255,0,255,ADAM32;203102;ADAM metallopeptidase domain 32
0.397,0.41117,0.629958,0,255,81,255,ADAM33;80332;ADAM metallopeptidase domain 33
0.374396,0.222517,0.211138,31,255,0,255,ADAM8;101;ADAM metallopeptidase domain 8
0.290424,0.679482,0.246442,162,255,0,255,ADAM9;8754;ADAM metallopeptidase domain 9
0.516527,0.668068,0.00147251,31,255,0,255,ADAMTS1;9510;ADAM metallopeptidase with thrombospondin type 1 motif 1
0.475719,0.456573,0.4189,31,255,0,255,ADAMTS10;81794;ADAM metallopeptidase with thrombospondin type 1 motif 10
0.452532,0.346681,0.292065,31,255,0,255,ADAMTS12;81792;ADAM metallopeptidase with thrombospondin type 1 motif 12
0.565572,0.705405,0.0658021,255,191,0,255,ADAMTS13;11093;ADAM metallopeptidase with thrombospondin type 1 motif 13
0.921391,0.607748,0.536306,68,68,68,255,ADAMTS17;170691;ADAM metallopeptidase with thrombospondin type 1 motif 17
1.86E-05,0.198057,0.559366,31,255,0,255,ADAMTS18;170692;ADAM metallopeptidase with thrombospondin type 1 motif 18
0.00072425,0.19859,0.559282,31,255,0,255,ADAMTS2;9509;ADAM metallopeptidase with thrombospondin type 1 motif 2
0.887167,0.808316,0.630979,92,0,255,255,ADAMTS20;80070;ADAM metallopeptidase with thrombospondin type 1 motif 20
0.541431,0.289642,0.843643,255,0,217,255,ADAMTS4;9507;ADAM metallopeptidase with thrombospondin type 1 motif 4
0.433125,0.269647,0.411663,31,255,0,255,ADAMTS5;11096;ADAM metallopeptidase with thrombospondin type 1 motif 5
0.338784,0.67747,0.487638,31,255,0,255,ADAMTS6;11174;ADAM metallopeptidase with thrombospondin type 1 motif 6
0.444894,0.339422,0.259687,31,255,0,255,ADAMTS7;11173;ADAM metallopeptidase with thrombospondin type 1 motif 7
0.351588,0.392151,0.467205,31,255,0,255,ADAMTS9;56999;ADAM metallopeptidase with thrombospondin type 1 motif 9
1.86E-05,0.198057,0.559366,31,255,0,255,ADAMTSL1;92949;ADAMTS like 1
0.431777,0.381204,0.259324,31,255,0,255,ADAMTSL2;9719;ADAMTS like 2
0.282744,0.454633,0.0605618,57,255,0,255,ADAMTSL3;57188;ADAMTS like 3
0.281946,0.458728,0.0601331,57,255,0,255,ADAMTSL4;54507;ADAMTS like 4
0.503191,0.382867,0.482027,31,255,0,255,ADAMTSL5;339366;ADAMTS like 5
0.85351,0.770176,0.407529,68,68,68,255,ADAP1;11033;ArfGAP with dual PH domains 1
0.742335,0.71281,0.457427,240,255,0,255,ADAP2;55803;ArfGAP with dual PH domains 2
0.894773,0.323403,0.53311,136,0,255,255,ADAR;103;adenosine deaminase-  RNA specific
0.709174,0.140187,0.396408,255,252,0,255,ADARB1;104;adenosine deaminase-  RNA specific B1
0.662647,0.689624,0.788665,68,68,68,255,ADARB2;105;adenosine deaminase-  RNA specific B2 (inactive)
0.861343,0.490743,0.456091,0,255,228,255,ADAT1;23536;adenosine deaminase-  tRNA specific 1
0.384226,0.118272,0.636297,31,255,0,255,ADAT2;134637;adenosine deaminase-  tRNA specific 2
1.86E-05,0.198057,0.559366,31,255,0,255,ADAT3;113179;adenosine deaminase-  tRNA specific 3
0.626968,0.310259,0.470744,255,0,17,255,ADCK1;57143;aarF domain containing kinase 1
0.553979,0.304099,0.248254,31,255,0,255,ADCK2;90956;aarF domain containing kinase 2
0.542829,0.190248,0.540812,31,255,0,255,ADCK5;203054;aarF domain containing kinase 5
0.489775,0.604198,0.164669,31,255,0,255,ADCY1;107;adenylate cyclase 1
0.352426,0.413039,0.360591,31,255,0,255,ADCY10;55811;adenylate cyclase 10-  soluble
0.482093,0.605838,0.163011,31,255,0,255,ADCY2;108;adenylate cyclase 2
0.332516,0.268209,0.698122,31,255,0,255,ADCY3;109;adenylate cyclase 3
0.490815,0.554109,0.426946,31,255,0,255,ADCY4;196883;adenylate cyclase 4
0.5447,0.621397,0.183719,68,68,68,255,ADCY5;111;adenylate cyclase 5
0.575344,0.535791,0.491371,0,255,37,255,ADCY6;112;adenylate cyclase 6
0.652732,0.0332959,0.430021,0,255,255,255,ADCY7;113;adenylate cyclase 7
0.874974,0.873531,0.399977,255,0,191,255,ADCY8;114;adenylate cyclase 8
1.86E-05,0.198057,0.559366,31,255,0,255,ADCY9;115;adenylate cyclase 9
0.527086,0.306941,0.490046,255,0,182,255,ADCYAP1;116;adenylate cyclase activating polypeptide 1
0.332091,0.465971,0.194841,31,255,0,255,ADCYAP1R1;117;ADCYAP receptor type I
0.665017,0.600214,0.637023,68,68,68,255,ADD1;118;adducin 1
0.258739,0.649531,0.250144,170,255,0,255,ADD2;119;adducin 2
0.577604,0.515295,0.21965,68,68,68,255,ADD3;120;adducin 3
0.832125,0.33875,0.732025,68,68,68,255,ADGB;79747;androglobin
0.414761,0.672522,0.372039,162,255,0,255,ADGRA1;84435;adhesion G protein-coupled receptor A1
0.905782,0.603433,0.727247,68,68,68,255,ADGRA2;25960;adhesion G protein-coupled receptor A2
0.908451,0.605601,0.723918,68,68,68,255,ADGRA3;166647;adhesion G protein-coupled receptor A3
0.347938,0.685927,0.499231,31,255,0,255,ADGRB1;575;adhesion G protein-coupled receptor B1
0.237171,0.295779,0.659893,31,255,0,255,ADGRB2;576;adhesion G protein-coupled receptor B2
0.54707,0.0262012,0.403294,0,98,255,255,ADGRB3;577;adhesion G protein-coupled receptor B3
1.86E-05,0.198057,0.559366,31,255,0,255,ADGRE2;30817;adhesion G protein-coupled receptor E2
1.86E-05,0.198057,0.559366,31,255,0,255,ADGRE5;976;adhesion G protein-coupled receptor E5
